R05685	1.1.1.265	3-methylbutanal reductase	1.1.1
R05686	1.1.1.265	3-methylbutanal reductase	1.1.1
R05687	1.1.1.266	dTDP-4-dehydro-6-deoxyglucose reductase	1.1.1
R05688	1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1
R05689	1.1.1.268	2-(R)-hydroxypropyl-CoM dehydrogenase	1.1.1
R05690	1.1.1.269	2-(S)-hydroxypropyl-CoM dehydrogenase	1.1.1
R05691	1.1.1.270	3beta-hydroxysteroid 3-dehydrogenase	1.1.1
R05692	1.1.1.271	GDP-L-fucose synthase	1.1.1
R05693	1.1.1.310	(S)-sulfolactate dehydrogenase	1.1.1
R05695	1.1.3.39	nucleoside oxidase (H2O2-forming)	1.1.3
R05696	1.1.3.39	nucleoside oxidase (H2O2-forming)	1.1.3
R05697	1.1.3.39	nucleoside oxidase (H2O2-forming)	1.1.3
R05698	1.1.3.40	D-mannitol oxidase	1.1.3
R05699	1.2.1.67	vanillin dehydrogenase	1.2.1
R05700	1.2.1.68	coniferyl-aldehyde dehydrogenase	1.2.1
R05701	1.2.1.68	coniferyl-aldehyde dehydrogenase	1.2.1
R05702	1.3.1.69	zeatin reductase	1.3.1
R05703	1.3.1.72	Delta24-sterol reductase	1.3.1
R05705	1.5.1.36	flavin reductase (NADH)	1.5.1
R05705	1.5.1.39	FMN reductase [NAD(P)H]	1.5.1
R05705	1.5.1.41	riboflavin reductase [NAD(P)H]	1.5.1
R05705	1.5.1.42	FMN reductase (NADH)	1.5.1
R05705	1.5.1.-		1.5.1
R05706	1.5.1.38	FMN reductase (NADPH)	1.5.1
R05706	1.5.1.39	FMN reductase [NAD(P)H]	1.5.1
R05706	1.5.1.-		1.5.1
R05707	1.5.1.30	flavin reductase (NADPH)	1.5.1
R05707	1.5.1.41	riboflavin reductase [NAD(P)H]	1.5.1
R05711	1.7.1.6	azobenzene reductase	1.7.1
R05712	1.7.2.2	nitrite reductase (cytochrome; ammonia-forming)	1.7.2
R05713	1.8.1.5	2-oxopropyl-CoM reductase (carboxylating)	1.8.1
R05714	1.8.1.10	CoA-glutathione reductase	1.8.1
R05715	1.8.1.15	mycothione reductase	1.8.1
R05716	1.8.1.15	mycothione reductase	1.8.1
R05717	1.8.4.9	adenylyl-sulfate reductase (glutathione)	1.8.4
R05718	1.13.11.45	linoleate 11-lipoxygenase	1.13.11
R05719	1.13.11.47	3-hydroxy-4-oxoquinoline 2,4-dioxygenase	1.13.11
R05720	1.13.11.48	3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase	1.13.11
R05721	1.13.11.49	chlorite O2-lyase	1.13.11
R05722	1.14.11.18	phytanoyl-CoA dioxygenase	1.14.11
R05723	1.14.20.4	anthocyanidin synthase	1.14.20
R05724	1.14.12.17	nitric oxide dioxygenase	1.14.12
R05725	1.14.12.17	nitric oxide dioxygenase	1.14.12
R05729	1.14.13.69	alkene monooxygenase	1.14.13
R05730	1.14.13.69	alkene monooxygenase	1.14.13
R05735	6.4.1.6	acetone carboxylase	6.4.1
R05746	1.20.1.1	phosphonate dehydrogenase	1.20.1
R05748	1.20.4.2	methylarsonate reductase	1.20.4
R05749	4.3.3.4	deacetylipecoside synthase	4.3.3
R05750	4.3.3.3	deacetylisoipecoside synthase	4.3.3
R05754	2.1.1.136	chlorophenol O-methyltransferase	2.1.1
R05755	2.1.1.137	arsenite methyltransferase	2.1.1
R05756	2.1.1.137	arsenite methyltransferase	2.1.1
R05757	2.1.1.139	3'-demethylstaurosporine O-methyltransferase	2.1.1
R05758	4.3.1.16	threo-3-hydroxy-L-aspartate ammonia-lyase	4.3.1
R05759	2.1.1.141	jasmonate O-methyltransferase	2.1.1
R05761	4.4.1.23	2-hydroxypropyl-CoM lyase	4.4.1
R05762	4.4.1.23	2-hydroxypropyl-CoM lyase	4.4.1
R05763	2.1.1.144	trans-aconitate 2-methyltransferase	2.1.1
R05764	2.1.1.145	trans-aconitate 3-methyltransferase	2.1.1
R05765	4.2.3.119	(-)-alpha-pinene synthase	4.2.3
R05766	4.2.3.120	(-)-beta-pinene synthase	4.2.3
R05767	2.4.1.216	trehalose 6-phosphate phosphorylase	2.4.1
R05768	2.4.1.217	mannosyl-3-phosphoglycerate synthase	2.4.1
R05769	2.4.1.218	hydroquinone glucosyltransferase	2.4.1
R05771	4.2.1.103	cyclohexyl-isocyanide hydratase	4.2.1
R05772	4.1.2.61	feruloyl-CoA hydratase/lyase	4.1.2
R05773	4.1.2.61	feruloyl-CoA hydratase/lyase	4.1.2
R05774	4.1.1.79	sulfopyruvate decarboxylase	4.1.1
R05775	3.13.1.1	UDP-sulfoquinovose synthase	3.13.1
R05776	2.1.1.143	24-methylenesterol C-methyltransferase	2.1.1
R05778	1.13.11.46	4-hydroxymandelate synthase	1.13.11
R05779	3.6.1.52	diphosphoinositol-polyphosphate diphosphatase	3.6.1
R05780	3.5.5.8	thiocyanate hydrolase	3.5.5
R05781	3.5.2.16	maleimide hydrolase	3.5.2
R05783	3.5.1.86	mandelamide amidase	3.5.1
R05784	3.3.2.8	limonene-1,2-epoxide hydrolase	3.3.2
R05789	3.1.3.71	2-phosphosulfolactate phosphatase	3.1.3
R05790	3.1.3.70	mannosyl-3-phosphoglycerate phosphatase	3.1.3
R05791	3.1.3.69	glucosylglycerol 3-phosphatase	3.1.3
R05792	3.1.1.77	acyloxyacyl hydrolase	3.1.1
R05799	2.7.4.24	diphosphoinositol-pentakisphosphate kinase	2.7.4
R05800	2.7.1.151	inositol-polyphosphate multikinase	2.7.1
R05801	2.7.1.151	inositol-polyphosphate multikinase	2.7.1
R05804	2.7.1.147	ADP-specific glucose/glucosamine kinase	2.7.1
R05805	2.7.1.146	ADP-specific phosphofructokinase	2.7.1
R05807	4.99.1.3	sirohydrochlorin cobaltochelatase	4.99.1
R05808	2.1.1.151	cobalt-factor II C20-methyltransferase	2.1.1
R05809	2.1.1.131	precorrin-3B C17-methyltransferase	2.1.1
R05810	2.1.1.271	cobalt-precorrin-4 methyltransferase	2.1.1
R05812	1.3.1.106	cobalt-precorrin-6A reductase	1.3.1
R05814	5.4.99.60	cobalt-precorrin-8 methylmutase	5.4.99
R05815	6.3.5.11	cobyrinate a,c-diamide synthase	6.3.5
R05821	1.1.3.28	nucleoside oxidase	1.1.3
R05822	1.1.3.28	nucleoside oxidase	1.1.3
R05823	1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	1.1.1
R05825	3.1.1.78	polyneuridine-aldehyde esterase	3.1.1
R05827	1.1.1.273	vellosimine dehydrogenase	1.1.1
R05830	1.17.4.5	vitamin-K-epoxide reductase (warfarin-insensitive)	1.17.4
R05831	1.1.1.15	D-iditol 2-dehydrogenase	1.1.1
R05834	2.1.1.50	loganate O-methyltransferase	2.1.1
R05835	3.5.1.24	choloylglycine hydrolase	3.5.1
R05837	1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase	1.1.1
R05838	2.6.99.2	pyridoxine 5'-phosphate synthase	2.6.99
R05839	2.6.1.54	pyridoxamine-phosphate transaminase	2.6.1
R05841	2.3.1.192	glycine N-phenylacetyltransferase	2.3.1
R05842	3.3.2.10	soluble epoxide hydrolase	3.3.2
R05843	1.13.11.-		1.13.11
R05850	5.1.3.4	L-ribulose-5-phosphate 4-epimerase	5.1.3
R05857	1.14.11.20	deacetoxyvindoline 4-hydroxylase	1.14.11
R05861	1.4.3.3	D-amino-acid oxidase	1.4.3
R05861	1.4.3.19	glycine oxidase	1.4.3
R05862	1.4.3.19	glycine oxidase	1.4.3
R05863	1.4.3.19	glycine oxidase	1.4.3
R05864	4.2.1.132	2-hydroxyhexa-2,4-dienoate hydratase	4.2.1
R05865	3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase	3.7.1
R05876	2.3.1.160	vinorine synthase	2.3.1
R05878	1.5.1.32	vomilenine reductase	1.5.1
R05879	1.3.1.73	1,2-dihydrovomilenine reductase	1.3.1
R05880	3.1.1.80	acetylajmaline esterase	3.1.1
R05882	2.4.1.219	vomilenine glucosyltransferase	2.4.1
R05885	2.1.1.94	tabersonine 16-O-methyltransferase	2.1.1
R06047	2.4.1.188	N-acetylglucosaminyldiphosphoundecaprenol glucosyltransferase	2.4.1
R06048	2.4.1.220	indoxyl-UDPG glucosyltransferase	2.4.1
R06117	1.1.1.275	(+)-trans-carveol dehydrogenase	1.1.1
R06120	4.2.3.20	(R)-limonene synthase	4.2.3
R06126	1.1.1.276	serine 3-dehydrogenase (NADP+)	1.1.1
R06154	1.4.3.21	primary-amine oxidase	1.4.3
R06166	1.1.1.277	3beta-hydroxy-5beta-steroid dehydrogenase	1.1.1
R06171	4.1.2.48	low-specificity L-threonine aldolase	4.1.2
R06171	4.1.2.49	L-allo-threonine aldolase	4.1.2
R06178	2.4.1.129	peptidoglycan glycosyltransferase	2.4.1
R06180	1.1.1.93	tartrate dehydrogenase	1.1.1
R06223	2.5.1.21	squalene synthase	2.5.1
R06265	1.14.13.81	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	1.14.13
R06266	1.14.13.81	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	1.14.13
R06267	1.14.13.81	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	1.14.13
R06268	1.21.98.3	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	1.21.98
R06269	1.21.98.3	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	1.21.98
R06270	1.21.98.3	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase	1.21.98
R06272	1.3.1.75	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (NADPH)	1.3.1
R06282	1.3.7.7	ferredoxin:protochlorophyllide reductase (ATP-dependent)	1.3.7
R06284	2.5.1.62	chlorophyll synthase	2.5.1
R06286	1.3.1.33	protochlorophyllide reductase	1.3.1
R06298	5.5.1.12	copalyl diphosphate synthase	5.5.1
R06299	4.2.3.147	pimaradiene synthase	4.2.3
R06301	4.2.3.18	abieta-7,13-diene synthase	4.2.3
R06302	4.2.3.32	levopimaradiene synthase	4.2.3
R06303	4.2.3.132	neoabietadiene synthase	4.2.3
R06304	4.2.3.32	levopimaradiene synthase	4.2.3
R06305	4.2.3.17	taxadiene synthase	4.2.3
R06307	2.3.1.162	taxadien-5alpha-ol O-acetyltransferase	2.3.1
R06310	2.3.1.166	2alpha-hydroxytaxane 2-O-benzoyltransferase	2.3.1
R06311	2.3.1.167	10-deacetylbaccatin III 10-O-acetyltransferase	2.3.1
R06312	5.5.1.14	syn-copalyl-diphosphate synthase	5.5.1
R06313	4.2.3.42	aphidicolan-16beta-ol synthase	4.2.3
R06322	1.14.11.12	gibberellin-44 dioxygenase	1.14.11
R06323	1.14.11.12	gibberellin-44 dioxygenase	1.14.11
R06344	1.14.11.13	gibberellin 2beta-dioxygenase	1.14.11
R06352	1.14.13.-		1.14.13
R06353	1.14.13.-		1.14.13
R06355	1.14.13.-		1.14.13
R06356	1.14.13.-		1.14.13
R06357	1.2.1.74	abieta-7,13-dien-18-al dehydrogenase	1.2.1
R06366	1.2.1.3	aldehyde dehydrogenase (NAD+)	1.2.1
R06367	6.2.1.-		6.2.1
R06368	6.2.1.-		6.2.1
R06369	4.2.1.-		4.2.1
R06371	3.7.1.-		3.7.1
R06376	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06377	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06378	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06379	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06382	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06383	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06384	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06385	1.1.1.296	dihydrocarveol dehydrogenase	1.1.1
R06386	1.14.13.105	monocyclic monoterpene ketone monooxygenase	1.14.13
R06387	1.14.13.105	monocyclic monoterpene ketone monooxygenase	1.14.13
R06388	1.14.13.105	monocyclic monoterpene ketone monooxygenase	1.14.13
R06389	1.14.13.105	monocyclic monoterpene ketone monooxygenase	1.14.13
R06390	3.1.1.83	monoterpene epsilon-lactone hydrolase	3.1.1
R06391	3.1.1.83	monoterpene epsilon-lactone hydrolase	3.1.1
R06392	3.1.1.83	monoterpene epsilon-lactone hydrolase	3.1.1
R06393	3.1.1.83	monoterpene epsilon-lactone hydrolase	3.1.1
R06396	6.2.1.-		6.2.1
R06397	6.2.1.-		6.2.1
R06398	1.14.13.107	limonene 1,2-monooxygenase	1.14.13
R06399	1.1.1.297	limonene-1,2-diol dehydrogenase	1.1.1
R06400	1.14.13.105	monocyclic monoterpene ketone monooxygenase	1.14.13
R06405	1.1.-.-		1.1.-
R06406	1.14.13.-		1.14.13
R06407	1.2.1.-		1.2.1
R06408	1.2.1.-		1.2.1
R06409	6.2.1.-		6.2.1
R06410	6.2.1.-		6.2.1
R06411	4.2.1.17	enoyl-CoA hydratase	4.2.1
R06412	4.2.1.17	enoyl-CoA hydratase	4.2.1
R06413	1.1.-.-		1.1.-
R06414	2.3.1.-		2.3.1
R06415	3.1.2.-		3.1.2
R06417	1.3.1.82	(-)-isopiperitenone reductase	1.3.1
R06419	1.3.1.81	(+)-pulegone reductase	1.3.1
R06420	1.3.1.81	(+)-pulegone reductase	1.3.1
R06421	4.2.3.108	1,8-cineole synthase	4.2.3
R06421	4.2.3.111	(-)-alpha-terpineol synthase	4.2.3
R06422	4.2.3.108	1,8-cineole synthase	4.2.3
R06423	2.6.1.89	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose transaminase	2.6.1
R06424	5.3.2.4	TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase (dTDP-3-dehydro-6-deoxy-alpha-D-glucopyranose-forming)	5.3.2
R06426	2.6.1.106	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase	2.6.1
R06427	2.1.1.234	dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	2.1.1
R06428	4.2.1.159	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase	4.2.1
R06433	5.1.3.-		5.1.3
R06436	1.1.1.-		1.1.1
R06437	5.1.3.27	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase	5.1.3
R06438	1.1.1.364	dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase	1.1.1
R06439	2.1.1.235	dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase	2.1.1
R06447	2.5.1.31	ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]	2.5.1
R06450	2.4.1.316	tylactone mycaminosyltransferase	2.4.1
R06451	2.4.1.317	O-mycaminosyltylonolide 6-deoxyallosyltransferase	2.4.1
R06452	2.4.1.318	demethyllactenocin mycarosyltransferase	2.4.1
R06456	2.1.1.239	L-olivosyl-oleandolide 3-O-methyltransferase	2.1.1
R06458	2.3.1.239	10-deoxymethynolide synthase	2.3.1
R06459	2.3.1.240	narbonolide synthase	2.3.1
R06460	2.4.1.277	10-deoxymethynolide desosaminyltransferase	2.4.1
R06461	2.4.1.277	10-deoxymethynolide desosaminyltransferase	2.4.1
R06465	1.14.-.-		1.14.-
R06466	5.4.99.41	lupeol synthase	5.4.99
R06467	1.14.-.-		1.14.-
R06468	1.14.-.-		1.14.-
R06469	5.4.99.39	beta-amyrin synthase	5.4.99
R06470	1.14.-.-		1.14.-
R06471	5.4.99.40	alpha-amyrin synthase	5.4.99
R06476	2.1.1.-		2.1.1
R06477	2.1.1.-		2.1.1
R06478	2.1.1.-		2.1.1
R06479	2.1.1.-		2.1.1
R06484	2.4.1.-		2.4.1
R06485	2.4.1.-		2.4.1
R06486	2.4.1.-		2.4.1
R06487	2.4.1.-		2.4.1
R06488	2.4.1.-		2.4.1
R06489	2.4.1.-		2.4.1
R06490	2.4.1.-		2.4.1
R06491	2.4.1.-		2.4.1
R06492	2.4.1.-		2.4.1
R06493	2.4.1.-		2.4.1
R06494	2.4.1.-		2.4.1
R06495	2.4.1.-		2.4.1
R06496	2.4.1.-		2.4.1
R06497	2.4.1.-		2.4.1
R06498	2.4.1.-		2.4.1
R06499	2.4.1.-		2.4.1
R06502	5.3.3.13	polyenoic fatty acid isomerase	5.3.3
R06513	4.2.1.46	dTDP-glucose 4,6-dehydratase	4.2.1
R06514	5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	5.1.3
R06515	6.2.1.-		6.2.1
R06516	4.1.2.27	sphinganine-1-phosphate aldolase	4.1.2
R06516	4.1.2.-		4.1.2
R06520	3.1.3.4	phosphatidate phosphatase	3.1.3
R06520	3.1.3.-		3.1.3
R06521	3.1.3.4	phosphatidate phosphatase	3.1.3
R06521	3.1.3.-		3.1.3
R06523	4.2.3.21	vetispiradiene synthase	4.2.3
R06529	6.3.1.10	adenosylcobinamide-phosphate synthase	6.3.1
R06530	4.1.1.81	threonine-phosphate decarboxylase	4.1.1
R06531	2.7.1.177	L-threonine kinase	2.7.1
R06532	1.17.1.3	leucoanthocyanidin reductase	1.17.1
R06533	1.17.1.3	leucoanthocyanidin reductase	1.17.1
R06534	2.4.1.115	anthocyanidin 3-O-glucosyltransferase	2.4.1
R06535	2.4.1.115	anthocyanidin 3-O-glucosyltransferase	2.4.1
R06536	2.4.1.115	anthocyanidin 3-O-glucosyltransferase	2.4.1
R06539	1.14.20.6	flavonol synthase	1.14.20
R06540	1.14.20.4	anthocyanidin synthase	1.14.20
R06541	1.3.1.77	anthocyanidin reductase [(2R,3R)-flavan-3-ol-forming]	1.3.1
R06542	1.3.1.77	anthocyanidin reductase [(2R,3R)-flavan-3-ol-forming]	1.3.1
R06543	1.3.1.77	anthocyanidin reductase [(2R,3R)-flavan-3-ol-forming]	1.3.1
R06544	2.3.1.215	anthocyanidin 3-O-glucoside 6''-O-acyltransferase	2.3.1
R06545	2.3.1.215	anthocyanidin 3-O-glucoside 6''-O-acyltransferase	2.3.1
R06546	2.4.1.298	anthocyanidin 3-O-glucoside 5-O-glucosyltransferase	2.4.1
R06547	2.4.1.298	anthocyanidin 3-O-glucoside 5-O-glucosyltransferase	2.4.1
R06551	1.14.20.5	flavone synthase I	1.14.20
R06556	5.5.1.6	chalcone isomerase	5.5.1
R06558	2.7.1.156	adenosylcobinamide kinase	2.7.1
R06562	1.3.1.45	2'-hydroxyisoflavone reductase	1.3.1
R06563	1.3.1.45	2'-hydroxyisoflavone reductase	1.3.1
R06564	2.1.1.212	2,7,4'-trihydroxyisoflavanone 4'-O-methyltransferase	2.1.1
R06568	2.3.1.170	6'-deoxychalcone synthase	2.3.1
R06569	1.2.1.44	cinnamoyl-CoA reductase	1.2.1
R06570	1.1.1.195	cinnamyl-alcohol dehydrogenase	1.1.1
R06571	1.1.1.195	cinnamyl-alcohol dehydrogenase	1.1.1
R06572	1.14.13.-		1.14.13
R06573	1.14.13.-		1.14.13
R06574	2.1.1.68	caffeate O-methyltransferase	2.1.1
R06575	2.1.1.68	caffeate O-methyltransferase	2.1.1
R06576	2.1.1.68	caffeate O-methyltransferase	2.1.1
R06577	2.1.1.68	caffeate O-methyltransferase	2.1.1
R06578	2.1.1.104	caffeoyl-CoA O-methyltransferase	2.1.1
R06579	1.14.13.-		1.14.13
R06583	6.2.1.12	4-coumarate---CoA ligase	6.2.1
R06586	2.6.1.-		2.6.1
R06588	2.7.1.179	kanosamine kinase	2.7.1
R06589	5.3.1.-		5.3.1
R06590	2.2.1.1	transketolase	2.2.1
R06594	1.1.1.-		1.1.1
R06595	4.2.1.144	3-amino-5-hydroxybenzoate synthase	4.2.1
R06601	3.5.2.17	hydroxyisourate hydrolase	3.5.2
R06602	4.2.99.21	isochorismate lyase	4.2.99
R06604	4.1.1.97	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	4.1.1
R06610	1.1.1.234	flavanone 4-reductase	1.1.1
R06611	2.4.1.91	flavonol 3-O-glucosyltransferase	2.4.1
R06613	2.1.1.148	thymidylate synthase (FAD)	2.1.1
R06614	4.1.1.-		4.1.1
R06615	1.17.1.3	leucoanthocyanidin reductase	1.17.1
R06621	1.1.1.174	cyclohexane-1,2-diol dehydrogenase	1.1.1
R06622	1.14.13.22	cyclohexanone monooxygenase	1.14.13
R06624	1.13.11.80	(3,5-dihydroxyphenyl)acetyl-CoA 1,2-dioxygenase	1.13.11
R06625	2.3.1.246	3,5-dihydroxyphenylacetyl-CoA synthase	2.3.1
R06626	2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase	2.6.1
R06628	5.1.3.-		5.1.3
R06631	2.6.1.-		2.6.1
R06632	1.13.11.46	4-hydroxymandelate synthase	1.13.11
R06633	1.1.3.46	4-hydroxymandelate oxidase	1.1.3
R06634	2.6.1.103	(S)-3,5-dihydroxyphenylglycine transaminase	2.6.1
R06635	2.3.1.-		2.3.1
R06637	2.3.1.-		2.3.1
R06641	2.3.1.-		2.3.1
R06643	2.3.1.235	tetracenomycin F2 synthase	2.3.1
R06643	2.3.1.-		2.3.1
R06644	2.3.1.-		2.3.1
R06645	2.3.1.-		2.3.1
R06660	2.4.1.-		2.4.1
R06668	2.4.1.-		2.4.1
R06670	2.4.1.-		2.4.1
R06675	2.1.1.-		2.1.1
R06676	5.5.1.23	aklanonic acid methyl ester cyclase	5.5.1
R06677	1.1.1.362	aklaviketone reductase	1.1.1
R06679	1.13.12.-		1.13.12
R06680	2.1.1.288	aklanonic acid methyltransferase	2.1.1
R06681	5.5.1.23	aklanonic acid methyl ester cyclase	5.5.1
R06682	1.1.1.362	aklaviketone reductase	1.1.1
R06683	1.14.13.180	aklavinone 12-hydroxylase	1.14.13
R06684	2.4.1.-		2.4.1
R06687	2.1.1.292	carminomycin 4-O-methyltransferase	2.1.1
R06688	1.14.13.181	13-deoxydaunorubicin hydroxylase	1.14.13
R06689	1.14.13.181	13-deoxydaunorubicin hydroxylase	1.14.13
R06690	1.14.13.181	13-deoxydaunorubicin hydroxylase	1.14.13
R06691	1.14.13.181	13-deoxydaunorubicin hydroxylase	1.14.13
R06692	1.14.13.181	13-deoxydaunorubicin hydroxylase	1.14.13
R06693	2.1.1.292	carminomycin 4-O-methyltransferase	2.1.1
R06699	4.2.1.154	tetracenomycin F2 cyclase	4.2.1
R06700	1.13.12.21	tetracenomycin-F1 monooxygenase	1.13.12
R06703	2.1.1.-		2.1.1
R06704	1.14.13.200	tetracenomycin A2 monooxygenase-dioxygenase	1.14.13
R06713	2.1.1.-		2.1.1
R06715	2.1.1.-		2.1.1
R06716	2.4.1.-		2.4.1
R06717	2.4.1.-		2.4.1
R06719	2.1.1.-		2.1.1
R06728	3.1.1.1	carboxylesterase	3.1.1
R06728	3.1.1.84	cocaine esterase	3.1.1
R06729	3.1.1.-		3.1.1
R06730	5.1.-.-		5.1.-
R06731	6.2.1.-		6.2.1
R06734	1.1.1.236	tropinone reductase II	1.1.1
R06735	2.3.1.185	tropine acyltransferase	2.3.1
R06736	2.3.1.186	pseudotropine acyltransferase	2.3.1
R06740	1.4.3.21	primary-amine oxidase	1.4.3
R06757	2.5.1.111	4-hydroxyphenylpyruvate 3-dimethylallyltransferase	2.5.1
R06758	1.13.11.83	4-hydroxy-3-prenylphenylpyruvate oxygenase	1.13.11
R06759	1.13.12.23	4-hydroxy-3-prenylbenzoate synthase	1.13.12
R06770	2.4.1.302	L-demethylnoviosyl transferase	2.4.1
R06771	2.1.1.285	demethyldecarbamoylnovobiocin O-methyltransferase	2.1.1
R06772	2.1.3.12	decarbamoylnovobiocin carbamoyltransferase	2.1.3
R06782	1.14.12.19	3-phenylpropanoate dioxygenase	1.14.12
R06783	1.14.12.19	3-phenylpropanoate dioxygenase	1.14.12
R06784	1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase	1.3.1
R06785	1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase	1.3.1
R06786	1.14.13.127	3-(3-hydroxyphenyl)propanoate hydroxylase	1.14.13
R06787	1.14.13.127	3-(3-hydroxyphenyl)propanoate hydroxylase	1.14.13
R06788	1.13.11.16	3-carboxyethylcatechol 2,3-dioxygenase	1.13.11
R06789	3.7.1.14	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	3.7.1
R06793	4.2.1.105	2-hydroxyisoflavanone dehydratase	4.2.1
R06794	2.1.1.150	isoflavone 7-O-methyltransferase	2.1.1
R06795	2.4.1.170	isoflavone 7-O-glucosyltransferase	2.4.1
R06796	2.3.1.115	isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase	2.3.1
R06797	2.3.1.116	flavonol-3-O-beta-glucoside O-malonyltransferase	2.3.1
R06799	2.3.1.172	anthocyanin 5-O-glucoside 6'''-O-malonyltransferase	2.3.1
R06800	2.3.1.214	pelargonidin 3-O-(6-caffeoylglucoside) 5-O-(6-O-malonylglucoside) 4'''-malonyltransferase	2.3.1
R06801	2.3.1.171	anthocyanin 6''-O-malonyltransferase	2.3.1
R06802	2.4.1.-		2.4.1
R06803	2.4.1.116	cyanidin 3-O-rutinoside 5-O-glucosyltransferase	2.4.1
R06804	2.4.1.239	flavonol-3-O-glucoside glucosyltransferase	2.4.1
R06805	2.4.1.240	flavonol-3-O-glycoside glucosyltransferase	2.4.1
R06806	2.3.1.173	flavonol-3-O-triglucoside O-coumaroyltransferase	2.3.1
R06807	2.1.1.155	kaempferol 4'-O-methyltransferase	2.1.1
R06808	2.4.1.234	kaempferol 3-O-galactosyltransferase	2.4.1
R06809	2.8.2.28	quercetin-3,3'-bissulfate 7-sulfotransferase	2.8.2
R06810	2.4.1.237	flavonol 7-O-beta-glucosyltransferase	2.4.1
R06811	2.4.2.35	flavonol-3-O-glycoside xylosyltransferase	2.4.2
R06812	2.4.1.239	flavonol-3-O-glucoside glucosyltransferase	2.4.1
R06813	2.4.1.240	flavonol-3-O-glycoside glucosyltransferase	2.4.1
R06814	2.4.2.35	flavonol-3-O-glycoside xylosyltransferase	2.4.2
R06815	2.1.1.267	flavonoid 3',5'-methyltransferase	2.1.1
R06816	2.1.1.267	flavonoid 3',5'-methyltransferase	2.1.1
R06817	2.3.1.171	anthocyanin 6''-O-malonyltransferase	2.3.1
R06818	2.4.1.-		2.4.1
R06819	2.4.1.116	cyanidin 3-O-rutinoside 5-O-glucosyltransferase	2.4.1
R06820	2.4.1.236	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase	2.4.1
R06821	2.3.1.115	isoflavone-7-O-beta-glucoside 6''-O-malonyltransferase	2.3.1
R06824	2.1.1.153	vitexin 2''-O-rhamnoside 7-O-methyltransferase	2.1.1
R06826	2.4.1.236	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase	2.4.1
R06827	2.4.1.190	luteolin-7-O-glucuronide 2''-O-glucuronosyltransferase	2.4.1
R06828	2.4.1.191	luteolin-7-O-diglucuronide 4'-O-glucuronosyltransferase	2.4.1
R06829	2.4.1.236	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase	2.4.1
R06830	1.1.1.276	serine 3-dehydrogenase (NADP+)	1.1.1
R06830	1.1.1.387	L-serine 3-dehydrogenase (NAD+)	1.1.1
R06831	1.14.12.26	chlorobenzene dioxygenase	1.14.12
R06832	1.3.1.119	chlorobenzene dihydrodiol dehydrogenase	1.3.1
R06833	1.13.11.-		1.13.11
R06834	5.5.1.7	chloromuconate cycloisomerase	5.5.1
R06835	3.1.1.45	carboxymethylenebutenolidase	3.1.1
R06836	2.7.4.23	ribose 1,5-bisphosphate phosphokinase	2.7.4
